Date,Close,High,Low,Open,Volume
22-02-2000,3.479823351,3.585875025,3.457287556,3.562013635,18055782
23-02-2000,3.413542032,3.60576059,3.393657199,3.59250441,12973549
24-02-2000,3.417518616,3.531524561,3.320746538,3.481149679,13982936
25-02-2000,3.40691328,3.526221829,3.380400245,3.422821102,12145622
28-02-2000,3.466566563,3.493079364,3.369793847,3.425471315,9731676
29-02-2000,3.196135998,3.601783793,3.189507344,3.526222141,27910212
01-03-2000,3.068873644,3.363167108,2.94161152,3.261092425,61787065
02-03-2000,3.056941986,3.315443437,2.998613539,3.234578968,80792300
03-03-2000,2.82230258,2.982705695,2.813022962,2.982705695,22578892
06-03-2000,2.726855755,2.98270555,2.68443513,2.887259088,26048319
07-03-2000,2.57573247,2.757346017,2.558498829,2.741438422,35483281
08-03-2000,2.416655064,2.635386643,2.399421197,2.635386643,24216224
09-03-2000,2.546567678,2.58501129,2.41267761,2.432562213,24864616
10-03-2000,2.436538935,2.571755046,2.402072335,2.545242242,14866166
13-03-2000,2.39544487,2.516078345,2.362303404,2.473657711,18245737
14-03-2000,2.587663651,2.587663651,2.366280409,2.436539676,23870191
15-03-2000,2.795789957,2.795789957,2.677807677,2.782533777,25957608
16-03-2000,2.891235828,2.966797679,2.665876097,2.86339743,58069085
17-03-2000,2.891235828,2.891235828,2.891235828,2.891235828,0
20-03-2000,2.891235828,2.891235828,2.891235828,2.891235828,0
21-03-2000,2.876654387,2.961495877,2.733484442,2.90979585,42703692
22-03-2000,2.904493093,3.006567995,2.810371989,2.887259452,25784235
23-03-2000,2.763974428,2.937634416,2.738786988,2.872677761,15495786
24-03-2000,2.806395054,2.826279887,2.759997411,2.783859255,12228211
27-03-2000,2.757345915,2.834233371,2.730833108,2.834233371,8343200
28-03-2000,2.819651365,2.836884553,2.704319853,2.77060209,21743395
29-03-2000,2.779881716,2.901841205,2.753368685,2.839535753,20322680
30-03-2000,2.877980232,2.956193064,2.680458409,2.762648703,45309089
31-03-2000,3.052966833,3.07550264,2.790488475,2.844839711,65205142
03-04-2000,3.251812458,3.298210098,3.095386124,3.095386124,61243775
04-04-2000,3.026453257,3.221323019,2.991985969,3.221323019,59219000
05-04-2000,3.135156155,3.155040991,2.895214097,3.02247624,60574793
06-04-2000,3.161224365,3.372521148,3.073412513,3.262756507,31219358
07-04-2000,3.382126331,3.399963107,3.163968778,3.177689769,79389040
10-04-2000,3.309406996,3.452101178,3.266872956,3.402706876,58570946
11-04-2000,3.214735031,3.277849625,3.162596716,3.224339071,23816562
12-04-2000,3.202386379,3.283337982,3.17220132,3.238060161,14477779
13-04-2000,3.078900814,3.158479935,3.026762271,3.158479935,30391448
14-04-2000,3.078900814,3.078900814,3.078900814,3.078900814,0
17-04-2000,3.139271498,3.320383234,2.856627149,3.01853034,99882369
18-04-2000,3.18317771,3.265501321,3.128295379,3.154364655,28366121
19-04-2000,3.181805134,3.30666206,3.122806335,3.265500497,42194101
20-04-2000,3.185922146,3.210619419,3.080273722,3.183178134,21940954
21-04-2000,3.185922146,3.185922146,3.185922146,3.185922146,0
24-04-2000,3.072041035,3.224339273,3.034995479,3.196898225,24270547
25-04-2000,2.996576786,3.045970845,2.922485465,3.021273582,37584804
26-04-2000,3.169457197,3.187294439,3.026762988,3.0843898,38422029
27-04-2000,3.055576324,3.155736472,3.018530538,3.155736472,18435407
28-04-2000,2.966391325,3.142015011,2.949926561,3.087132464,15938337
01-05-2000,2.966391325,2.966391325,2.966391325,2.966391325,0
02-05-2000,2.79900074,2.991088983,2.778419724,2.966391717,23714398
03-05-2000,2.827813625,2.853882896,2.68923594,2.826441853,12494290
04-05-2000,2.892301083,2.963648177,2.812721255,2.852511518,11412449
05-05-2000,2.940322161,2.989716447,2.849766085,2.882695609,19326278
08-05-2000,2.914253473,3.045971131,2.89092868,2.949926782,15260859
09-05-2000,2.870348454,2.914254274,2.803117601,2.884068746,13254215
10-05-2000,2.859370708,2.943066295,2.847022428,2.943066295,6007373
11-05-2000,2.816837549,2.864859611,2.799000777,2.801744788,4012930
12-05-2000,2.750978947,2.852511566,2.716677405,2.838790577,8273790
15-05-2000,2.796256065,2.805860569,2.689235683,2.70295597,7898298
16-05-2000,2.804489374,2.84016269,2.785280361,2.785280361,9186730
17-05-2000,2.884068251,2.971880109,2.851138949,2.851138949,25284351
18-05-2000,3.058320761,3.169457444,2.923859276,2.923859276,66590413
19-05-2000,3.114574671,3.169457002,3.048715827,3.087133389,30067840
22-05-2000,3.139271498,3.286081928,3.070668419,3.100853941,49971427
23-05-2000,3.168085098,3.196898387,3.088505961,3.133783786,23403774
24-05-2000,3.244920015,3.319011586,3.114574347,3.148876121,57811377
25-05-2000,3.140644073,3.313523808,3.104970755,3.238060454,50130747
26-05-2000,3.125550747,3.194153826,3.088505429,3.131039003,34629937
29-05-2000,3.18317771,3.262757077,3.124179129,3.152992183,37559655
30-05-2000,3.198270321,3.235315406,3.155736281,3.183177327,34484493
31-05-2000,3.353312492,3.427403355,3.213362102,3.272360903,93213530
01-06-2000,3.272361279,3.421915492,3.255896511,3.402706946,40742449
02-06-2000,3.666142225,3.666142225,3.290197758,3.290197758,133243912
05-06-2000,3.575586796,3.882928707,3.526192718,3.704560713,80119934
06-06-2000,3.675747633,3.729257961,3.542657466,3.594795788,37786443
07-06-2000,3.583819151,3.730629595,3.567354382,3.718281077,27033571
08-06-2000,3.653794527,3.677119326,3.581074953,3.594795711,28976790
09-06-2000,3.640073061,3.781395233,3.622236289,3.649677566,53137390
12-06-2000,3.544028997,3.685351405,3.526191992,3.670258643,31889854
13-06-2000,3.450728893,3.539912517,3.393102097,3.528936006,58838645
14-06-2000,3.520703554,3.622236161,3.500123005,3.553633086,38798875
15-06-2000,3.489147186,3.531680766,3.471310178,3.526192509,11367725
16-06-2000,3.576957941,3.607142992,3.478169589,3.524819405,35868320
19-06-2000,3.53854084,3.594794934,3.512471569,3.594794934,17702251
20-06-2000,3.494635344,3.567354448,3.47131008,3.541285172,16517462
21-06-2000,3.387614965,3.522077147,3.378010457,3.522077147,15037259
22-06-2000,3.423288107,3.456217643,3.310778975,3.398590838,20897050
23-06-2000,3.384869814,3.498750228,3.369777055,3.42877562,22703961
26-06-2000,3.342336655,3.402707241,3.321755635,3.402707241,10697176
27-06-2000,3.31901145,3.413683335,3.305290461,3.36154479,26534524
28-06-2000,3.346452236,3.358800752,3.298430178,3.320382966,6728862
29-06-2000,3.32998848,3.388986596,3.320383739,3.357429529,10810650
30-06-2000,3.250408173,3.369777559,3.235315411,3.308034974,16049103
03-07-2000,3.468566179,3.537169035,3.26550139,3.290198195,56295961
04-07-2000,3.520703554,3.575585874,3.471309489,3.485030244,29639609
05-07-2000,3.489147186,3.587935569,3.471310178,3.537169022,24021460
06-07-2000,3.509727478,3.545401259,3.402707069,3.519331984,16716358
07-07-2000,3.703188658,3.751210962,3.53991343,3.552261949,81293787
10-07-2000,3.683978319,3.756697869,3.652421263,3.704559333,42544070
11-07-2000,3.818441629,3.865091462,3.638701862,3.668887391,67416043
12-07-2000,3.858230591,3.97073948,3.817069024,3.963878752,77912702
13-07-2000,3.863719225,3.963879141,3.812953148,3.910369285,53997609
14-07-2000,3.788255692,3.907625088,3.767675139,3.869207295,32470671
17-07-2000,3.950159311,3.978972133,3.803348628,3.803348628,68707146
18-07-2000,3.852742672,3.99818134,3.828045869,3.957019303,49220817
19-07-2000,3.696328878,3.896649211,3.663399336,3.881556446,45092097
20-07-2000,3.736118793,3.895277563,3.704561254,3.752583333,95628972
21-07-2000,3.452101707,3.785512185,3.419172168,3.756699129,90100127
24-07-2000,3.196897984,3.364289438,3.176317432,3.325871647,35581830
25-07-2000,3.292942047,3.346452362,3.01853021,3.158479907,51791554
26-07-2000,3.195525885,3.375265852,3.176317339,3.347824573,31763289
27-07-2000,3.233943701,3.251780475,3.151620324,3.180433378,30231398
28-07-2000,3.24354887,3.347825285,3.194154558,3.199642815,38571553
31-07-2000,3.236687899,3.277849467,3.198270342,3.26550095,15758730
01-08-2000,3.239431381,3.317638726,3.224338621,3.249036119,33231060
02-08-2000,3.235315323,3.287453867,3.205130267,3.276477356,27424951
03-08-2000,3.154364109,3.249036223,3.110458299,3.238059712,35928860
04-08-2000,3.121435642,3.210619291,3.100854621,3.162597219,25928237
07-08-2000,2.967765093,3.133784114,2.925231042,3.125551612,28735718
08-08-2000,3.015786886,3.092622258,2.940323987,2.988345832,31845006
09-08-2000,3.076157331,3.121435625,3.040484012,3.058320555,12078438
10-08-2000,3.022646427,3.095365519,3.011669916,3.073412498,11791449
11-08-2000,2.94169569,3.045972106,2.900533647,3.024019311,22917070
14-08-2000,2.899161577,2.963648653,2.85388375,2.963648653,30693363
15-08-2000,2.899161577,2.899161577,2.899161577,2.899161577,0
16-08-2000,2.954043627,3.002065691,2.908765574,2.94581136,23865881
17-08-2000,2.937578917,3.010297783,2.926602405,2.956787929,25003774
18-08-2000,2.922486305,2.960903866,2.896417496,2.960903866,14384984
21-08-2000,2.951299667,2.985600976,2.918370365,2.936206905,16017257
22-08-2000,3.059692144,3.085761419,2.937578972,2.965020019,33396328
23-08-2000,3.084389687,3.150248532,3.059692416,3.100854456,28791894
24-08-2000,3.02950716,3.084389489,2.993833378,3.084389489,14599749
25-08-2000,3.022646427,3.058319737,2.999321167,3.007553667,13633661
28-08-2000,3.037739515,3.070669056,3.019902972,3.032251259,15927899
29-08-2000,3.013042212,3.055576253,3.00618195,3.029506979,15673041
30-08-2000,3.022646427,3.056947732,3.013041922,3.040483199,9660556
31-08-2000,2.991088867,3.030878427,2.977368112,3.018530144,8468429
01-09-2000,2.991088867,2.991088867,2.991088867,2.991088867,0
04-09-2000,3.043227673,3.084389713,3.00481011,3.011670605,17195474
05-09-2000,3.052831888,3.087133197,3.03636712,3.058320144,14286507
06-09-2000,3.102226257,3.139272048,3.045971919,3.062436688,31863921
07-09-2000,3.103597879,3.168084712,3.093993839,3.114574391,22273647
08-09-2000,3.061064959,3.106342785,3.05420423,3.100854528,10419662
11-09-2000,3.048716068,3.124179425,3.032251298,3.087133633,12176061
12-09-2000,2.996576786,3.045970845,2.981484027,3.043226601,18255961
13-09-2000,2.96227622,3.013042297,2.95815997,2.997949535,8002973
14-09-2000,2.923858643,2.981484748,2.911509659,2.952671695,6702751
15-09-2000,2.879952669,2.960903806,2.860743656,2.95541555,10414194
18-09-2000,2.790768623,2.851139209,2.771560076,2.826442405,7810401
19-09-2000,2.675515652,2.8127216,2.664539372,2.771560259,21732797
20-09-2000,2.726281643,2.771559692,2.671399321,2.711188882,21436689
21-09-2000,2.742747068,2.799001409,2.71667779,2.764700096,11950324
22-09-2000,2.622005463,2.72490962,2.606912701,2.72490962,14195190
25-09-2000,2.638470411,2.796256906,2.615144914,2.668655471,10015494
26-09-2000,2.626120806,2.681003123,2.602796013,2.681003123,15367582
27-09-2000,2.623377562,2.648074364,2.58770378,2.634354074,5922361
28-09-2000,2.591819763,2.648074091,2.586331508,2.620632813,6452595
29-09-2000,2.587703943,2.620633249,2.572611646,2.61377322,6208762
02-10-2000,2.587703943,2.587703943,2.587703943,2.587703943,0
03-10-2000,2.624749422,2.65767896,2.565750842,2.567123314,13425005
04-10-2000,2.698840618,2.755094946,2.606912513,2.634353791,17557964
05-10-2000,2.668655396,2.752350777,2.661795134,2.70570095,8710605
06-10-2000,2.657678843,2.687864367,2.638470296,2.64258608,4857671
09-10-2000,2.632981539,2.661794586,2.623377034,2.637097322,3693614
10-10-2000,2.531449318,2.661794986,2.517728795,2.613772922,13515325
11-10-2000,2.416196108,2.535565494,2.401103347,2.504007965,13084263
12-10-2000,2.388754845,2.439520914,2.373662085,2.39012685,10530999
13-10-2000,2.462846518,2.530077361,2.333872853,2.359942127,30175953
16-10-2000,2.455986738,2.579472183,2.418941408,2.516357338,19118958
17-10-2000,2.425801039,2.501264385,2.387383246,2.421684555,15623242
18-10-2000,2.47793889,2.497148136,2.421684557,2.442265575,14787638
19-10-2000,2.664539337,2.726282165,2.498520102,2.508124609,50289105
20-10-2000,2.807233572,2.87858068,2.73039844,2.737258936,57930764
23-10-2000,2.641214609,2.809978109,2.630238095,2.774304321,23092740
24-10-2000,2.622005463,2.675515317,2.601424445,2.632981974,16584449
25-10-2000,2.691980124,2.730397915,2.622005501,2.634354018,30962594
26-10-2000,2.738629818,2.75783836,2.682375498,2.689235758,13915200
27-10-2000,2.726281643,2.799000737,2.711188882,2.744118415,12016420
30-10-2000,2.627493858,2.723537759,2.613773101,2.723537759,11103321
31-10-2000,2.65081811,2.664538631,2.611028552,2.627493317,13731070
01-11-2000,2.735885859,2.752350626,2.654934726,2.696096295,30632235
02-11-2000,2.838790894,2.866232177,2.741374513,2.741374513,53442635
03-11-2000,2.899161577,2.949927661,2.84702372,2.875836777,55603611
06-11-2000,2.896417141,2.959531497,2.882696386,2.927974203,39876549
07-11-2000,2.890929222,2.930718788,2.853883435,2.873091982,28902927
08-11-2000,2.925230503,2.986973093,2.881324687,2.890929194,41546314
09-11-2000,2.904649973,2.934835503,2.881325172,2.908766224,15285776
10-11-2000,2.794885159,2.912882563,2.785280651,2.906021834,22436422
13-11-2000,2.848395586,2.87858065,2.704329598,2.755095683,27703213
14-11-2000,2.960904121,2.982857148,2.849767447,2.864860212,35313329
15-11-2000,2.97736907,3.070669207,2.956788514,3.013042857,51650223
16-11-2000,2.938950777,3.055576152,2.92660226,3.008925862,37045059
17-11-2000,2.96227622,2.984229244,2.897789387,2.923858661,16549219
20-11-2000,2.985601425,3.004810207,2.945811855,2.96639241,18561135
21-11-2000,2.992461205,3.045971525,2.952671641,2.952671641,36319260
22-11-2000,3.043227673,3.103598262,3.002066098,3.02539113,63253019
23-11-2000,3.062435865,3.089877141,2.996577037,3.022646307,33970947
24-11-2000,3.180433035,3.192782018,3.076156645,3.081644668,85242562
27-11-2000,3.287454367,3.305290908,3.188665985,3.207874766,75651201
28-11-2000,3.324500084,3.367033429,3.273733539,3.292942552,53816133
29-11-2000,3.261384726,3.369777602,3.207874407,3.306662544,63294269
30-11-2000,3.378010273,3.427404351,3.238060541,3.277850111,115983125
01-12-2000,3.362916946,3.449356323,3.328615177,3.354684447,85375610
04-12-2000,3.431520224,3.482286298,3.378009671,3.397218683,65968576
05-12-2000,3.483658314,3.519331625,3.45210102,3.45210102,47397681
06-12-2000,3.457589149,3.552261267,3.430148104,3.539912751,72361362
07-12-2000,3.555005074,3.561865334,3.430147682,3.430147682,93875263
08-12-2000,3.589307308,3.64693388,3.553633528,3.559121551,84689120
11-12-2000,3.531680822,3.633213451,3.509727796,3.607144174,43335111
12-12-2000,3.469937325,3.537168158,3.446612532,3.537168158,40906524
13-12-2000,3.513843536,3.539912809,3.46170569,3.497379002,46451381
14-12-2000,3.497379303,3.590679192,3.485030785,3.498751076,45367028
15-12-2000,3.379381657,3.509726839,3.362916892,3.472681759,43262460
18-12-2000,3.401335239,3.427403814,3.224339045,3.224339045,27633286
19-12-2000,3.478171349,3.545402211,3.421916535,3.421916535,64747274
20-12-2000,3.446613312,3.493262908,3.406823512,3.458961597,20058953
21-12-2000,3.431520224,3.478170281,3.362917376,3.416427462,20787049
22-12-2000,3.34782505,3.512472279,3.32724403,3.45484547,31475890
25-12-2000,3.34782505,3.34782505,3.34782505,3.34782505,0
26-12-2000,3.308035374,3.41917204,3.294314616,3.361545232,24120347
27-12-2000,3.34782505,3.399963138,3.265501436,3.320383768,20257225
28-12-2000,3.394474745,3.427404049,3.360173434,3.360173434,16323571
29-12-2000,3.570098162,3.58656293,3.410939432,3.413683677,69317049
01-01-2001,3.626353502,3.701816861,3.567354915,3.586563464,51890601
02-01-2001,3.693583012,3.710047777,3.624980407,3.635956684,43690227
03-01-2001,3.733373404,3.792372216,3.666142556,3.718281107,71681783
04-01-2001,3.690840006,3.811581174,3.646933957,3.784139894,72563820
05-01-2001,3.651049614,3.742977726,3.630469295,3.716908452,43043313
08-01-2001,3.539912701,3.670258595,3.517959912,3.624980778,42258969
09-01-2001,3.485030651,3.574214519,3.472682366,3.522076437,38595811
10-01-2001,3.485030651,3.59205106,3.460333383,3.509727453,45969931
11-01-2001,3.479542971,3.519332542,3.457589943,3.512472512,22998431
12-01-2001,3.511099815,3.571470396,3.431520223,3.498750832,45433321
15-01-2001,3.63732934,3.66065437,3.522076431,3.534424716,65604181
16-01-2001,3.608516216,3.674375053,3.589307204,3.66202607,42945067
17-01-2001,3.420544147,3.601655913,3.395847343,3.567354601,70627548
18-01-2001,3.504239082,3.526192105,3.386242399,3.453473008,59448566
19-01-2001,3.493262768,3.559121608,3.474054221,3.515215792,45258595
22-01-2001,3.553633451,3.578330719,3.493262637,3.512471882,41636082
23-01-2001,3.587935209,3.648305791,3.575586226,3.589307215,49045450
24-01-2001,3.626353502,3.655166793,3.570098693,3.63595801,55701679
25-01-2001,3.581074476,3.644189535,3.549517413,3.596167238,34720720
26-01-2001,3.581074476,3.581074476,3.581074476,3.581074476,0
29-01-2001,3.51933217,3.589307496,3.40545126,3.568726477,28038167
30-01-2001,3.712793589,3.729258361,3.51247278,3.51247278,66914235
31-01-2001,3.769047022,3.85823089,3.707304434,3.732001236,118599154
01-02-2001,3.755326986,3.823930082,3.649678563,3.73474643,79373135
02-02-2001,3.913114309,3.930951088,3.732002278,3.734746756,110114588
05-02-2001,4.090108871,4.150479456,3.911741595,3.935066392,151982659
06-02-2001,4.188896179,4.22182571,4.04208623,4.106572586,130730474
07-02-2001,4.16557169,4.214965756,4.085992568,4.214965756,80375344
08-02-2001,4.353544235,4.376869499,4.17380472,4.176548731,145070984
09-02-2001,4.468798161,4.51544823,4.386474537,4.386474537,117667282
12-02-2001,4.330219746,4.486634475,4.298661979,4.470169938,72908001
13-02-2001,4.343940258,4.435867671,4.268476447,4.335707291,85685789
14-02-2001,4.353544235,4.415287525,4.267104841,4.335707461,78834530
15-02-2001,4.350799561,4.418030397,4.323358517,4.387845342,59968951
16-02-2001,4.212224007,4.363150281,4.201247491,4.349429753,52107468
19-02-2001,4.260245323,4.363150214,4.201247427,4.238292292,52507379
20-02-2001,4.302778244,4.361776588,4.272593186,4.272593186,69215170
21-02-2001,4.378241062,4.438611638,4.324730281,4.352171791,115409467
22-02-2001,4.261616707,4.374125373,4.231431182,4.363148861,56571997
23-02-2001,4.171059608,4.397449125,4.143618102,4.321986264,112026299
26-02-2001,4.234176159,4.289058732,4.048948117,4.198502603,103699823
27-02-2001,4.330219746,4.374125798,4.143619489,4.273965407,111777034
28-02-2001,4.239663601,4.430379154,4.184781042,4.361776538,92215988
01-03-2001,4.472912788,4.579933414,4.175176171,4.175176171,137195609
02-03-2001,4.311011791,4.649910108,4.269849745,4.555238193,90746097
05-03-2001,4.084620476,4.387845611,4.050318703,4.348055816,77691115
06-03-2001,4.084620476,4.084620476,4.084620476,4.084620476,0
07-03-2001,4.094224453,4.238290397,3.983088041,4.157339505,35681643
08-03-2001,4.1422472,4.225942578,4.040714583,4.064039845,35120791
09-03-2001,3.896648645,4.091481159,3.811581256,4.091481159,30159317
12-03-2001,3.620863914,4.026993383,3.528935819,3.817068621,34290727
13-03-2001,3.047343969,3.530308925,3.041855713,3.530308925,60086593
14-03-2001,3.415055037,3.47130936,2.991088785,2.991088785,35824701
15-03-2001,3.645561218,3.689467264,3.294314251,3.294314251,38348078
16-03-2001,3.446613312,3.752582494,3.292942601,3.62360882,32203862
19-03-2001,3.657910824,3.699072399,3.320383855,3.320383855,27478616
20-03-2001,3.618120193,3.78688365,3.561865863,3.701816035,20490478
21-03-2001,3.763559103,3.808836927,3.570098354,3.575586611,23845095
22-03-2001,3.696328878,3.800605296,3.649678577,3.759443252,16868963
23-03-2001,3.656537056,3.732000383,3.527563886,3.732000383,28174350
26-03-2001,3.659282684,3.699072252,3.570098342,3.594795613,10591984
27-03-2001,3.576957941,3.677118065,3.56460896,3.660653534,9133118
28-03-2001,3.611259937,3.674374995,3.582446886,3.607143687,10390844
29-03-2001,3.513843536,3.631840917,3.471309729,3.594795133,15712065
30-03-2001,3.357429981,3.603028384,3.324500671,3.519332753,18153137
02-04-2001,3.176317692,3.324500147,3.155736672,3.324500147,13908165
03-04-2001,3.270989418,3.290197965,3.169456798,3.169456798,22583647
04-04-2001,3.270989418,3.290197965,3.169456798,3.279221686,14357270
05-04-2001,3.270989418,3.270989418,3.270989418,3.270989418,0
06-04-2001,3.387614965,3.46033408,3.291571049,3.291571049,24324408
09-04-2001,3.475425482,3.509726784,3.368405094,3.368405094,13091601
10-04-2001,3.416428089,3.539913518,3.393103056,3.483659177,13609438
11-04-2001,3.350568771,3.482286692,3.313523681,3.469938174,14346601
12-04-2001,3.155736923,3.295686655,3.103598367,3.295686655,27031149
13-04-2001,3.155736923,3.155736923,3.155736923,3.155736923,0
16-04-2001,3.308035374,3.358801453,3.129667393,3.129667393,20138924
17-04-2001,3.471310616,3.498751668,3.309407847,3.32312814,21167671
18-04-2001,3.631841421,3.748466347,3.472682683,3.512472251,32500095
19-04-2001,3.792372227,3.89390485,3.6181205,3.645561548,53914414
20-04-2001,3.675747633,3.812953584,3.609888786,3.811581579,18722823
23-04-2001,3.715536594,3.825301244,3.65104953,3.701816071,16943288
24-04-2001,3.708675861,3.771790445,3.653793543,3.677118336,17622137
25-04-2001,4.009157181,4.033854215,3.718280792,3.756698582,60106345
26-04-2001,3.859602928,4.096969724,3.800604813,4.033854659,41946047
27-04-2001,3.576957941,3.810207717,3.471309096,3.810207717,44257954
30-04-2001,3.686723948,3.704560724,3.57009855,3.594795822,18116750
01-05-2001,3.686723948,3.686723948,3.686723948,3.686723948,0
02-05-2001,3.788255692,3.892532325,3.730629585,3.74297787,38392855
03-05-2001,3.671630383,3.814324561,3.655165849,3.759442238,19094379
04-05-2001,3.753954172,3.814324753,3.649677777,3.655166033,31540615
07-05-2001,3.770418882,3.874695276,3.753954115,3.799231934,24380495
08-05-2001,3.747094393,3.806092972,3.73611788,3.773163435,17220588
09-05-2001,3.730629444,3.841766102,3.707304415,3.773163253,25754597
10-05-2001,3.722396374,3.759442156,3.677118558,3.70593184,11783524
11-05-2001,3.649677992,3.759442649,3.635957468,3.732001368,18736110
14-05-2001,3.523448467,3.663398646,3.505611694,3.637329371,17966371
15-05-2001,3.482286453,3.512471978,3.254524643,3.485030698,26831470
16-05-2001,3.736118793,3.756699818,3.51933297,3.51933297,66294126
17-05-2001,3.803348303,3.910369177,3.747094204,3.75669871,67466537
18-05-2001,3.885672092,3.924089886,3.789628192,3.84039427,48544550
21-05-2001,3.957019091,4.032482432,3.924089556,3.943298568,80907020
22-05-2001,3.948786974,4.000925059,3.899393134,3.9391827,49737337
23-05-2001,3.874695539,3.919973594,3.84451048,3.893904785,29302304
24-05-2001,4.025473118,4.079525225,4.002714183,4.038274716,32920471
25-05-2001,3.991335392,4.063879085,3.982800669,4.031163534,18752692
28-05-2001,4.12362051,4.150646805,4.008403947,4.008403947,57941860
29-05-2001,4.132153988,4.193318674,4.115085032,4.147800813,40317692
30-05-2001,4.076680183,4.179094898,4.051076263,4.139267007,36952353
31-05-2001,4.01693821,4.073835305,3.968576077,4.041119517,34846163
01-06-2001,4.031162262,4.117930385,3.9856444,4.053920951,57975826
04-06-2001,3.910255909,4.103706119,3.900299298,4.053921375,63852395
05-06-2001,3.857625723,3.93870387,3.841978898,3.911678063,33587832
06-06-2001,3.812108278,3.925902703,3.803574041,3.90314377,26254589
07-06-2001,3.735296249,3.826332206,3.684088901,3.826332206,24647268
08-06-2001,3.758057117,3.820643954,3.740987914,3.752367383,34947437
11-06-2001,3.770858049,3.802151221,3.749521489,3.77512541,17124604
12-06-2001,3.750943661,3.79788414,3.740987051,3.75805625,26159032
13-06-2001,3.699737072,3.777970737,3.68693523,3.769436256,21434088
14-06-2001,3.655642271,3.698315407,3.63572856,3.685513563,26039699
15-06-2001,3.529045343,3.638572178,3.514821371,3.628615567,22208779
18-06-2001,3.503441811,3.52904525,3.450811592,3.520511012,23524390
19-06-2001,3.568872929,3.597321596,3.513398209,3.520510798,36247748
20-06-2001,3.521933317,3.597321992,3.499174622,3.597321992,11924337
21-06-2001,3.415251255,3.540424923,3.382535223,3.527623081,19235246
22-06-2001,3.354087114,3.442277887,3.331328174,3.442277887,16584770
25-06-2001,3.329905272,3.385379995,3.260206335,3.329905272,16863548
26-06-2001,3.37684536,3.40102691,3.300034314,3.317103516,33280040
27-06-2001,3.428053141,3.453657067,3.365466302,3.413829167,21433144
28-06-2001,3.342706919,3.44227714,3.324215586,3.428052685,15618771
29-06-2001,3.278697729,3.364043248,3.210420928,3.356931383,32859468
02-07-2001,3.405293703,3.450811573,3.328482901,3.339862369,10721915
03-07-2001,3.174860716,3.371155694,3.144989914,3.328483051,27063850
04-07-2001,3.032618046,3.201887221,2.988522785,3.156369588,30318583
05-07-2001,3.015548706,3.612968858,2.989944782,3.113696318,25221264
06-07-2001,2.890374899,3.04399723,2.84912463,3.015548561,37663778
09-07-2001,2.779424906,2.924512983,2.752399096,2.84201173,39672042
10-07-2001,2.965764046,2.987100612,2.795072486,2.795072486,37452664
11-07-2001,2.856236458,3.001323812,2.844856991,2.930202749,34894734
12-07-2001,2.961496115,2.987100037,2.881840085,2.90886638,17897157
